Subject,Dataset,Tweet ID,URL,Content,Author ID,Author Username,Author Blue Verified (T/F),Followers,Author Location,Likes,Views,Date,Original User Sentiment
Keir Starmer (UK PM),codomain,1974549731671158802,https://x.com/EuropaIneffable/status/1974549731671158802,RT @elonmusk: Funniest thread I’ve seen in a while 🤣🤣,1942512503230963712,EuropaIneffable,False,191,"Mayapore, Bihar",523862,79695939,"October 4, 2025 at 06:58 PM",Negative
Keir Starmer (UK PM),codomain,1976028102624170429,https://x.com/JohnnyO1061/status/1976028102624170429,Yes,172985809,JohnnyO1061,False,704,GFOD  ,0,2,"October 8, 2025 at 08:53 PM",Negative
Keir Starmer (UK PM),codomain,1976191858050032097,https://x.com/toby_ambro91604/status/1976191858050032097,👇,1708752045795049472,toby_ambro91604,False,23,,0,0,"October 9, 2025 at 07:43 AM",Negative
Keir Starmer (UK PM),codomain,1975937172361367563,https://x.com/Golfstee/status/1975937172361367563,"RT @MPIainDS: Yet more evidence that Starmer is not telling the truth about the collasped China spy case. 👇
The Labour government’s excuse…",1409085420923666433,Golfstee,False,1739,,4917,397143,"October 8, 2025 at 02:51 PM",Negative
Keir Starmer (UK PM),codomain,1975936857671127072,https://x.com/Golfstee/status/1975936857671127072,"RT @SimonDanczuk: There’s something very sinister about Starmer. Effectively giving away Chagos to the Chinese, collapsing the China spying…",1409085420923666433,Golfstee,False,1739,,7076,104366,"October 8, 2025 at 02:50 PM",Negative
Keir Starmer (UK PM),codomain,1974750426634375310,https://x.com/Golfstee/status/1974750426634375310,"RT @Sargon_of_Akkad: Foreigners protested about foreign problems and now a foreigner is restricting the rights of Englishmen. 

We need to…",1409085420923666433,Golfstee,False,1739,,11331,214856,"October 5, 2025 at 08:16 AM",Negative
Keir Starmer (UK PM),codomain,1947521447192367496,https://x.com/Johnpaulelliott/status/1947521447192367496,Fuck the IDF,371411427,Johnpaulelliott,False,580,"Grays, Essex, England",1,17,"July 22, 2025 at 04:57 AM",Negative
Keir Starmer (UK PM),codomain,1972204354502582392,https://x.com/Agentwooska/status/1972204354502582392,This 👇,2465944682,Agentwooska,False,435,London,0,13,"September 28, 2025 at 07:38 AM",Negative
Keir Starmer (UK PM),codomain,1973503967524167902,https://x.com/Agentwooska/status/1973503967524167902,This 👇,2465944682,Agentwooska,False,435,London,0,8,"October 1, 2025 at 09:43 PM",Negative
Keir Starmer (UK PM),codomain,1975777001547178427,https://x.com/Trumpetthumpit/status/1975777001547178427,"RT @kathyireland: Please pray for the return of each person, those living and not, who were sadistically and barbarically taken captive two…",1935797347810000898,Trumpetthumpit,False,307,,19973,321039,"October 8, 2025 at 04:15 AM",Negative
Keir Starmer (UK PM),codomain,1975951756715774205,https://x.com/samaabouha/status/1975951756715774205,"RT @TimcastNews: “At my first AIPAC reception, you had to wear a name badge with a QR code, talk to donors, and if they liked you, they sca…",1906308608,samaabouha,False,47,,24589,3597705,"October 8, 2025 at 03:49 PM",Negative
Keir Starmer (UK PM),codomain,1973677694119453117,https://x.com/DaveJWordsworth/status/1973677694119453117,😂😂😂,3917738183,DaveJWordsworth,True,2238,"London, England",0,82,"October 2, 2025 at 09:13 AM",Negative
Keir Starmer (UK PM),codomain,1976234991433781649,https://x.com/Montpop2000/status/1976234991433781649,"RT @EYakoby: BREAKING: Rahmeh Aladwan will be suspended by the NHS before facing tribunal, after she called for attacks on Jews in the UK a…",483940148,Montpop2000,True,546,,11552,132279,"October 9, 2025 at 10:35 AM",Negative
Keir Starmer (UK PM),codomain,1976186946490642571,https://x.com/Montpop2000/status/1976186946490642571,"RT @BGatesIsaPyscho: This Muslim Man who broke a Female Police Officers Nose still hasn’t been sentenced &amp; roams the streets freely.

Meanw…",483940148,Montpop2000,True,546,,45752,544259,"October 9, 2025 at 07:24 AM",Negative
Keir Starmer (UK PM),codomain,1976297470725439761,https://x.com/Montpop2000/status/1976297470725439761,"RT @Ashley7Fox: I have signed this cross party letter opposing Digital ID - it’s intrusive, expensive, and won’t stop illegal immigration.…",483940148,Montpop2000,True,546,,6269,88762,"October 9, 2025 at 02:43 PM",Negative
Keir Starmer (UK PM),codomain,1976288779682882025,https://x.com/Montpop2000/status/1976288779682882025,"RT @TheGriftReport: SADIQ KHAN HAS BEEN EXPOSED!!!

Susan Hall calls out Sadiq Khan for failing to call out antisemitic protests in Londons…",483940148,Montpop2000,True,546,,4824,121773,"October 9, 2025 at 02:08 PM",Negative
Keir Starmer (UK PM),codomain,1975951632233083366,https://x.com/Montpop2000/status/1975951632233083366,"RT @addicted2newz: There are 2 reasons why Labour refuse to admit the biggest threat we face is Islamist extremism.

1) It's an admission m…",483940148,Montpop2000,True,546,,10917,98830,"October 8, 2025 at 03:49 PM",Negative
Keir Starmer (UK PM),codomain,1975948804827308288,https://x.com/Montpop2000/status/1975948804827308288,RT @JuliaHB1: The pro-Hamas doctor @doctor_rahmeh claims (among her anti-Semitic lies) that she isn't allowed on my @talkTV show. I've invi…,483940148,Montpop2000,True,546,,8261,167518,"October 8, 2025 at 03:38 PM",Negative
Keir Starmer (UK PM),codomain,1975934813644431551,https://x.com/Montpop2000/status/1975934813644431551,"RT @CPhilpOfficial: Keir Starmer has just lied about the collapse of the China spying trial.

Keir Starmer said that the last Government di…",483940148,Montpop2000,True,546,,5748,204702,"October 8, 2025 at 02:42 PM",Negative
Keir Starmer (UK PM),codomain,1975929520890036353,https://x.com/Montpop2000/status/1975929520890036353,"RT @MPIainDS: Yet more evidence that Starmer is not telling the truth about the collasped China spy case. 👇
The Labour government’s excuse…",483940148,Montpop2000,True,546,,4918,397262,"October 8, 2025 at 02:21 PM",Negative
Keir Starmer (UK PM),codomain,1976255863640801653,https://x.com/glenparke/status/1976255863640801653,"RT @Cobratate: Covid didn’t bring the world to its knees.

The authoritarian government response did.

The cowardice of men who comply with…",360053627,glenparke,False,330,"London, England",7190,143502,"October 9, 2025 at 11:58 AM",Negative
Keir Starmer (UK PM),codomain,1975929364442443856,https://x.com/glenparke/status/1975929364442443856,RT @elonmusk: Protesting attempted rape is punished more than attempted rape in Britain …,360053627,glenparke,False,330,"London, England",297872,26136929,"October 8, 2025 at 02:20 PM",Negative
Keir Starmer (UK PM),codomain,1976320598709276830,https://x.com/SejanamaneMafa/status/1976320598709276830,"RT @ricwe123: Apparently this is how ""democracy"" works in the EU Parliament.

Silencing an MEP by turning off his microphone, only to follo…",2375238160,SejanamaneMafa,False,18282," Maseru, Lesotho ",10139,158351,"October 9, 2025 at 04:15 PM",Negative
Keir Starmer (UK PM),codomain,1976314895353413701,https://x.com/SejanamaneMafa/status/1976314895353413701,"RT @FranceskAlbs: 〰️As we welcome the ceasefire deal, let’s ensure:
▶️it's respected (last time Israel didn't)
▶️Israeli, Palestinian hosta…",2375238160,SejanamaneMafa,False,18282," Maseru, Lesotho ",7591,201611,"October 9, 2025 at 03:52 PM",Negative
Keir Starmer (UK PM),codomain,1976314018664251781,https://x.com/SejanamaneMafa/status/1976314018664251781,"RT @IhabHassane: It’s unbelievable how many posts I come across that aren’t happy the bloodshed in Gaza is finally coming to an end. 

They…",2375238160,SejanamaneMafa,False,18282," Maseru, Lesotho ",3542,127218,"October 9, 2025 at 03:49 PM",Negative
Keir Starmer (UK PM),codomain,1976280126678765699,https://x.com/mark_j1979/status/1976280126678765699,"RT @Resist_CBDC: They MUST get the Digital ID so they can tie the #CBDC to it.

Make sense? https://t.co/E5MUKJYiad",399023470,mark_j1979,False,5012, south wales uk,167,2493,"October 9, 2025 at 01:34 PM",Negative
Keir Starmer (UK PM),codomain,1976277594053148842,https://x.com/mark_j1979/status/1976277594053148842,"RT @robprogressive: Tony Blair says the Digital ID will “Save £2 billion a year"" by ""improving tax collection” 

Wait, I though the Digital…",399023470,mark_j1979,False,5012, south wales uk,7031,115188,"October 9, 2025 at 01:24 PM",Negative
Keir Starmer (UK PM),codomain,1975842626839749007,https://x.com/mark_j1979/status/1975842626839749007,"RT @ABridgen: Make no mistake , the Chinese social credit system is the destination and endgame for the Digital ID being rolled out in the…",399023470,mark_j1979,False,5012, south wales uk,7473,155691,"October 8, 2025 at 08:36 AM",Negative
Keir Starmer (UK PM),codomain,1976015456042709118,https://x.com/mark_j1979/status/1976015456042709118,"RT @ForeverScept: Putin drops truth bombs to Starmer.

What does that say about Keir? https://t.co/SminBZo25c",399023470,mark_j1979,False,5012, south wales uk,18681,326479,"October 8, 2025 at 08:02 PM",Negative
Keir Starmer (UK PM),codomain,1975886494654206405,https://x.com/culinartkosher/status/1975886494654206405,RT @NotFarLeftAtAll: The woman who cut down the yellow ribbons for the hostages in Muswell Hill yesterday has been identified as Nadia Yaha…,243536261,culinartkosher,False,244,Israel,24195,510692,"October 8, 2025 at 11:30 AM",Negative
Keir Starmer (UK PM),codomain,1975973952267878835,https://x.com/culinartkosher/status/1975973952267878835,"RT @VividProwess: Israeli 🇮🇱 actress Gal Gadot:  

“I'm proud to be an Israeli, and I'm proud to be Jewish.”

https://t.co/zBRoD05GKV",243536261,culinartkosher,False,244,Israel,16713,128323,"October 8, 2025 at 05:17 PM",Negative
Keir Starmer (UK PM),codomain,1975566698146374016,https://x.com/culinartkosher/status/1975566698146374016,"RT @SenFettermanPA: On this two year anniversary of 10/07, I remain deeply proud to stand with Israel.  

Finally, there’s a clear path to…",243536261,culinartkosher,False,244,Israel,51287,588697,"October 7, 2025 at 02:19 PM",Negative
Keir Starmer (UK PM),codomain,1976250593607024759,https://x.com/NortiLess/status/1976250593607024759,"RT @TheRustler83: 🏥 Hospitals were EMPTY during the COVID-19 ‘pandemic’ ….

Professor Mark Woolhouse dropping truth bombs at the COVID Inqu…",1478014574905462790,NortiLess,False,1594,Reality,6074,220089,"October 9, 2025 at 11:37 AM",Negative
Keir Starmer (UK PM),codomain,1976322479003234383,https://x.com/bigdave1781/status/1976322479003234383,"RT @KieraDiss: This is our now Home Secretary and Mayor of London in their native Pakistan in 2010.

They do not care for Britain, their lo…",1804907467551191040,bigdave1781,False,44,Never never,18731,392557,"October 9, 2025 at 04:22 PM",Negative
Keir Starmer (UK PM),codomain,1975450459092754626,https://x.com/bigdave1781/status/1975450459092754626,"RT @realMaalouf: Syrian refugee in Germany:

“I hate German people. I want to slaughter them. I just don’t do it because I don’t want to go…",1804907467551191040,bigdave1781,False,44,Never never,60680,1384275,"October 7, 2025 at 06:37 AM",Negative
Keir Starmer (UK PM),codomain,1975553297898741958,https://x.com/bigdave1781/status/1975553297898741958,RT @ACTBrigitte: Islamophobia is a made up term to protect terrorists.,1804907467551191040,bigdave1781,False,44,Never never,38730,408429,"October 7, 2025 at 01:26 PM",Negative
Keir Starmer (UK PM),codomain,1975552906410795213,https://x.com/bigdave1781/status/1975552906410795213,"RT @GoodwinMJ: This is why they don’t want a rape inquiry in Bradford. Because I suspect we will find many, many more sickening cases like…",1804907467551191040,bigdave1781,False,44,Never never,19227,177837,"October 7, 2025 at 01:24 PM",Negative
Keir Starmer (UK PM),codomain,1975552675761754569,https://x.com/bigdave1781/status/1975552675761754569,"RT @RobertJenrick: I have uncovered over 30 immigration judges with links to open borders charities. 

It is now beyond any doubt that a de…",1804907467551191040,bigdave1781,False,44,Never never,81160,2226494,"October 7, 2025 at 01:23 PM",Negative
Keir Starmer (UK PM),codomain,1975552618018840601,https://x.com/bigdave1781/status/1975552618018840601,"RT @realrikkidoolan: We are absolutely expecting you to act on this @nottspolice. 

It’s a clear incitement to violence, it happened in you…",1804907467551191040,bigdave1781,False,44,Never never,14669,238317,"October 7, 2025 at 01:23 PM",Negative
Keir Starmer (UK PM),codomain,1975285067120583076,https://x.com/bigdave1781/status/1975285067120583076,"RT @AzatAlsalim: An Arab man from Saudi Arabia in a message to Palestinians:

""Who are you trying to fool? You have no land and no case. Th…",1804907467551191040,bigdave1781,False,44,Never never,14655,370537,"October 6, 2025 at 07:40 PM",Negative
Keir Starmer (UK PM),codomain,1974922839146033170,https://x.com/bigdave1781/status/1974922839146033170,"RT @LeeAndersonMP_: This is your money..

I wonder where this cash will end up🤔",1804907467551191040,bigdave1781,False,44,Never never,9428,193146,"October 5, 2025 at 07:41 PM",Negative
Keir Starmer (UK PM),codomain,1974375598534606958,https://x.com/bigdave1781/status/1974375598534606958,"RT @TheGriftReport: This is why Keir Starmer is the problem. He panders to Muslims for votes while they laugh in his face...

He enables an…",1804907467551191040,bigdave1781,False,44,Never never,15102,135795,"October 4, 2025 at 07:26 AM",Negative
Keir Starmer (UK PM),codomain,1966186803469099336,https://x.com/Stoned__Mason/status/1966186803469099336,This 👇,1776963495172444160,Stoned__Mason,False,240,,0,68,"September 11, 2025 at 05:07 PM",Negative
Keir Starmer (UK PM),codomain,1976293277834899463,https://x.com/Stoned__Mason/status/1976293277834899463,"RT @wideawake_media: ""Does anyone else find it odd that $200 billion is spent on cancer research every single year and the only thing to sh…",1776963495172444160,Stoned__Mason,False,240,,19673,322589,"October 9, 2025 at 02:26 PM",Negative
Keir Starmer (UK PM),codomain,1975679091236913371,https://x.com/BritPatriotSam/status/1975679091236913371,"RT @RobertJenrick: I have uncovered over 30 immigration judges with links to open borders charities. 

It is now beyond any doubt that a de…",1678680542185660417,BritPatriotSam,False,95,"Leeds, England 🏴󠁧󠁢󠁥󠁮󠁧󠁿",81160,2226494,"October 7, 2025 at 09:46 PM",Negative
Keir Starmer (UK PM),codomain,1975177414788489661,https://x.com/BritPatriotSam/status/1975177414788489661,RT @benhabib6: Both @Nigel_Farage and @KemiBadenoch have said they will remove benefits from foreigners. Both then went on to say that bene…,1678680542185660417,BritPatriotSam,False,95,"Leeds, England 🏴󠁧󠁢󠁥󠁮󠁧󠁿",4848,103854,"October 6, 2025 at 12:32 PM",Negative
Keir Starmer (UK PM),codomain,1975141796096385282,https://x.com/BritPatriotSam/status/1975141796096385282,RT @_AdvanceUK: Advance UK says NO to Digital ID. https://t.co/X7Nex8A8xu,1678680542185660417,BritPatriotSam,False,95,"Leeds, England 🏴󠁧󠁢󠁥󠁮󠁧󠁿",1955,42435,"October 6, 2025 at 10:11 AM",Negative
Keir Starmer (UK PM),codomain,1974609391925313959,https://x.com/BritPatriotSam/status/1974609391925313959,"RT @YoungBobTPUK: Turning Point UK will be relaunching our campus activism!

We will be bringing Charlie's message to British campuses soon…",1678680542185660417,BritPatriotSam,False,95,"Leeds, England 🏴󠁧󠁢󠁥󠁮󠁧󠁿",16831,1036104,"October 4, 2025 at 10:55 PM",Negative
Keir Starmer (UK PM),codomain,1976071029253710066,https://x.com/TimHare14664/status/1976071029253710066,"RT @RobertJenrick: I have uncovered over 30 immigration judges with links to open borders charities. 

It is now beyond any doubt that a de…",1875108920571645952,TimHare14664,True,487,"England, United Kingdom",81160,2226494,"October 8, 2025 at 11:43 PM",Negative
Keir Starmer (UK PM),codomain,1975507033525760217,https://x.com/TimHare14664/status/1975507033525760217,RT @elonmusk: Actually happening every day,1875108920571645952,TimHare14664,True,487,"England, United Kingdom",360488,31198801,"October 7, 2025 at 10:22 AM",Negative
Keir Starmer (UK PM),codomain,1974678760470593638,https://x.com/TimHare14664/status/1974678760470593638,"RT @jessgill03: It’s insane how ungrateful everyone is to the British Empire. 

We did so much for the world yet we’ve been taught that we’…",1875108920571645952,TimHare14664,True,487,"England, United Kingdom",31466,3937289,"October 5, 2025 at 03:31 AM",Negative
Keir Starmer (UK PM),codomain,1976262255194116107,https://x.com/deepakomyogi/status/1976262255194116107,"RT @KieraDiss: This is our now Home Secretary and Mayor of London in their native Pakistan in 2010.

They do not care for Britain, their lo…",482993584,deepakomyogi,False,1035,⛰️🏕,18734,392557,"October 9, 2025 at 12:23 PM",Negative
Keir Starmer (UK PM),codomain,1972524453268722137,https://x.com/taken_shivam/status/1972524453268722137,"RT @narendramodi: #OperationSindoor on the games field. 

Outcome is the same - India wins!

Congrats to our cricketers.",1819306672558653440,taken_shivam,False,35,,526062,43266109,"September 29, 2025 at 04:50 AM",Negative
Keir Starmer (UK PM),codomain,1976078974565658940,https://x.com/Danny418901/status/1976078974565658940,"RT @TRobinsonNewEra: Another Muslim rapist absconds after being found guilty.

Bail for foreign rapists.

Straight to prison for Brits for…",1697521415497367552,Danny418901,False,150,,11535,136724,"October 9, 2025 at 12:15 AM",Negative
Keir Starmer (UK PM),codomain,1976078915555959136,https://x.com/Danny418901/status/1976078915555959136,"RT @Neccccy: BREAKING NEWS

Still no sentence ??????

Do you smell a rat? https://t.co/hJ0FxTCrIP",1697521415497367552,Danny418901,False,150,,17574,355306,"October 9, 2025 at 12:15 AM",Negative
Keir Starmer (UK PM),codomain,1976252570923679875,https://x.com/Danny418901/status/1976252570923679875,RT @jomickane: Counter protest against the Pink Ladies.... so that must mean they are against protecting children 🤔🤷‍♀️ https://t.co/kYaHip…,1697521415497367552,Danny418901,False,150,,8124,73116,"October 9, 2025 at 11:45 AM",Negative
Keir Starmer (UK PM),codomain,1976224242128781704,https://x.com/Danny418901/status/1976224242128781704,"RT @AshleaSimonBF: This was spotted in Moston.

Gary Neville needs to clarify if it’s true? 😂… https://t.co/8jP6KTzLc9",1697521415497367552,Danny418901,False,150,,12973,698559,"October 9, 2025 at 09:52 AM",Negative
Keir Starmer (UK PM),codomain,1976204705123664024,https://x.com/Danny418901/status/1976204705123664024,"RT @KieraDiss: This is our now Home Secretary and Mayor of London in their native Pakistan in 2010.

They do not care for Britain, their lo…",1697521415497367552,Danny418901,False,150,,18735,392724,"October 9, 2025 at 08:34 AM",Negative
Keir Starmer (UK PM),codomain,1976315596615843974,https://x.com/Danny418901/status/1976315596615843974,RT @iamyesyouareno: An absolute disgrace. Why is his safety more important than the safety of the British people? https://t.co/0j7DKQv23b,1697521415497367552,Danny418901,False,150,,19931,288417,"October 9, 2025 at 03:55 PM",Negative
Keir Starmer (UK PM),codomain,1976301523807117666,https://x.com/Danny418901/status/1976301523807117666,"RT @TheGriftReport: SADIQ KHAN HAS BEEN EXPOSED!!!

Susan Hall calls out Sadiq Khan for failing to call out antisemitic protests in Londons…",1697521415497367552,Danny418901,False,150,,4848,122606,"October 9, 2025 at 02:59 PM",Negative
Keir Starmer (UK PM),codomain,1976301217501638800,https://x.com/Danny418901/status/1976301217501638800,"RT @Basil_TGMD: 🚨NORTHERN MAN SAYS I DON'T KNOW ANYONE WHO WILL VOTE LABOUR AGAIN

Labour have lost the Red Wall
They have betrayed everybo…",1697521415497367552,Danny418901,False,150,,4534,62719,"October 9, 2025 at 02:58 PM",Negative
Keir Starmer (UK PM),codomain,1976060557800141205,https://x.com/Danny418901/status/1976060557800141205,"RT @TRobinsonNewEra: Chants of ""Keir Starmer's a wanker"" at the darts 🎯

 https://t.co/R0LS5fJ8L4",1697521415497367552,Danny418901,False,150,,13141,226472,"October 8, 2025 at 11:02 PM",Negative
Keir Starmer (UK PM),codomain,1976038461015720412,https://x.com/Danny418901/status/1976038461015720412,"RT @RupertLowe10: Sod off, Lenny. https://t.co/e7Uccpao4k",1697521415497367552,Danny418901,False,150,,15747,197126,"October 8, 2025 at 09:34 PM",Negative
Keir Starmer (UK PM),codomain,1976038437657653430,https://x.com/Danny418901/status/1976038437657653430,"RT @Basil_TGMD: 🚨Gary Neville will face NO disciplinary action by Sky Sports

It has now been confirmed that blaming an Islamic attack on '…",1697521415497367552,Danny418901,False,150,,10292,236158,"October 8, 2025 at 09:34 PM",Negative
Keir Starmer (UK PM),codomain,1976240932929536441,https://x.com/Liddlebigmouth1/status/1976240932929536441,"RT @EylonALevy: No Europeans were involved in the making of this deal. 

Thank you for your attention to this important matter.",1562214548861358080,Liddlebigmouth1,False,2555,Rentfree in your head,21847,474914,"October 9, 2025 at 10:58 AM",Negative
Keir Starmer (UK PM),codomain,1976325084353790350,https://x.com/Liddlebigmouth1/status/1976325084353790350,😂,1562214548861358080,Liddlebigmouth1,False,2555,Rentfree in your head,0,26,"October 9, 2025 at 04:33 PM",Negative
Keir Starmer (UK PM),codomain,1976096493686649025,https://x.com/Liddlebigmouth1/status/1976096493686649025,"RT @RachelMoiselle: Note who celebrated slaughter and death on October 7th, 2023. 

Note who is celebrating the hopeful beginnings of peace…",1562214548861358080,Liddlebigmouth1,False,2555,Rentfree in your head,800,13524,"October 9, 2025 at 01:24 AM",Negative
Keir Starmer (UK PM),codomain,1976323867791806902,https://x.com/abhaykumar15864/status/1976323867791806902,RT @IsraeliPM: Give @realDonaldTrump the Nobel Peace Prize - he deserves it! 🏅 https://t.co/Hbuc7kmPt1,1677359987809480705,abhaykumar15864,False,105,,14682,871610,"October 9, 2025 at 04:28 PM",Negative
Keir Starmer (UK PM),codomain,1976323662090469513,https://x.com/abhaykumar15864/status/1976323662090469513,"RT @gautam_adani: From blueprints to skylines, from dreams to runways, today India soars higher as Hon’ble PM Shri @narendramodi ji inaugur…",1677359987809480705,abhaykumar15864,False,105,,13368,530164,"October 9, 2025 at 04:27 PM",Negative
Keir Starmer (UK PM),codomain,1976323556872228892,https://x.com/abhaykumar15864/status/1976323556872228892,RT @swatic12: and cost of a common man's life even cheaper,1677359987809480705,abhaykumar15864,False,105,,8094,144846,"October 9, 2025 at 04:27 PM",Negative
Keir Starmer (UK PM),codomain,1976321436601155899,https://x.com/abhaykumar15864/status/1976321436601155899,"RT @sidhant: Pakistan-based terror organization Jaish-e-Mohammed (JeM) announces the formation of its first-ever women’s wing, named “Jamaa…",1677359987809480705,abhaykumar15864,False,105,,2771,374545,"October 9, 2025 at 04:18 PM",Negative
Keir Starmer (UK PM),codomain,1976312952707055669,https://x.com/abhaykumar15864/status/1976312952707055669,"RT @MrSinha_: First of all, the Ethanol policy was the Modi Government’s initiative, not just Gadkari’s.
So let’s forget that debate, what’…",1677359987809480705,abhaykumar15864,False,105,,919,41539,"October 9, 2025 at 03:45 PM",Negative
Keir Starmer (UK PM),codomain,1976312123635724370,https://x.com/abhaykumar15864/status/1976312123635724370,RT @notwaltxz: Our maid is from bihar. She seemed a bit more excited than normal days today as she got 10k inr from the government. She has…,1677359987809480705,abhaykumar15864,False,105,,6421,332759,"October 9, 2025 at 03:41 PM",Negative
Keir Starmer (UK PM),codomain,1976309211156894120,https://x.com/abhaykumar15864/status/1976309211156894120,RT @mkatju: I condemn the throwing of a shoe on CJI Gavai. But he invited this when while hearing a petition praying for restoration of a s…,1677359987809480705,abhaykumar15864,False,105,,24519,799020,"October 9, 2025 at 03:30 PM",Negative
Keir Starmer (UK PM),codomain,1976255847383568747,https://x.com/VulpesBite/status/1976255847383568747,"RT @NiohBerg: Gaza right now.

All well fed and with fresh haircuts. There was never a genocide or a famine at any point in the past 2 year…",1136630742,VulpesBite,False,2334,"London, England",15656,420408,"October 9, 2025 at 11:58 AM",Negative
Keir Starmer (UK PM),codomain,1976226830589038792,https://x.com/VulpesBite/status/1976226830589038792,"RT @CamillaTominey: Reminder: In the UK, bigamy is illegal under the Offences against the Person Act 1861",1136630742,VulpesBite,False,2334,"London, England",12265,444322,"October 9, 2025 at 10:02 AM",Negative
Keir Starmer (UK PM),codomain,1976226766680359375,https://x.com/VulpesBite/status/1976226766680359375,"RT @Suffragent_: NEW‼️Bankrupt Birmingham Council is spending thousands on a taskforce to tear down 'unauthorised' flags.

Patrol officers…",1136630742,VulpesBite,False,2334,"London, England",3390,61568,"October 9, 2025 at 10:02 AM",Negative
Keir Starmer (UK PM),codomain,1976225850715775444,https://x.com/VulpesBite/status/1976225850715775444,"RT @Never_Again2020: Good news - the ghastly Dr Rahmeh Aladwan (@doctor_rahmeh), the face of NHS antisemitism, has been re-referred to a me…",1136630742,VulpesBite,False,2334,"London, England",6170,114909,"October 9, 2025 at 09:58 AM",Negative
Keir Starmer (UK PM),codomain,1976225798622421471,https://x.com/VulpesBite/status/1976225798622421471,RT @jomickane: Counter protest against the Pink Ladies.... so that must mean they are against protecting children 🤔🤷‍♀️ https://t.co/kYaHip…,1136630742,VulpesBite,False,2334,"London, England",8124,73116,"October 9, 2025 at 09:58 AM",Negative
Keir Starmer (UK PM),codomain,1976300656378904925,https://x.com/VulpesBite/status/1976300656378904925,"RT @SkyNews: A Jewish organisation has called for Manchester Academy to cancel an upcoming performance by Bob Vylan, saying they have ""enga…",1136630742,VulpesBite,False,2334,"London, England",262,78974,"October 9, 2025 at 02:56 PM",Negative
Keir Starmer (UK PM),codomain,1976232587611037898,https://x.com/TottyT70/status/1976232587611037898,RT @EliAfriatISR: YOUR HELL IS OVER.💔🎗️ https://t.co/J19NKU4LPl,61267282,TottyT70,False,816,,14361,147501,"October 9, 2025 at 10:25 AM",Negative
Keir Starmer (UK PM),codomain,1976231196771369089,https://x.com/TottyT70/status/1976231196771369089,"RT @EssexPR: Just so we are clear, Keir Starmer &amp; Britain had no part in this Israel - Hamas peace deal…you know why, because this Labour G…",61267282,TottyT70,False,816,,9237,101500,"October 9, 2025 at 10:20 AM",Negative
Keir Starmer (UK PM),codomain,1975886454518931517,https://x.com/TottyT70/status/1975886454518931517,"RT @addicted2newz: I've seen some absolutely disgusting views from Hamas supporters today, but this interview was the most chilling, by far…",61267282,TottyT70,False,816,,37128,1502188,"October 8, 2025 at 11:30 AM",Negative
Keir Starmer (UK PM),codomain,1975883245830148389,https://x.com/TottyT70/status/1975883245830148389,"RT @Basil_TGMD: 🚨PARENTS BRANDED RACIST FOR OBJECTING TO ISLAMIC LESSONS AT PRIMARY SCHOOL

During the lesson, one child said, ""I’m Christi…",61267282,TottyT70,False,816,,12432,319085,"October 8, 2025 at 11:17 AM",Negative
Keir Starmer (UK PM),codomain,1975953319689617495,https://x.com/TottyT70/status/1975953319689617495,"RT @Basil_TGMD: A homeless veteran in Sunderland has made his bed in a bus stop.

Meanwhile illegal migrants are given 4 star hotels to liv…",61267282,TottyT70,False,816,,20752,984800,"October 8, 2025 at 03:55 PM",Negative
Keir Starmer (UK PM),codomain,1975520631299940540,https://x.com/TottyT70/status/1975520631299940540,"RT @policylaila: Why does Labour stand up for illegal migrants but turn their backs on us, the ones who follow them, pay our taxes, and kee…",61267282,TottyT70,False,816,,12841,243937,"October 7, 2025 at 11:16 AM",Negative
Keir Starmer (UK PM),codomain,1975660232740118567,https://x.com/TottyT70/status/1975660232740118567,RT @DaveAtherton20: Made me laugh 😃 https://t.co/TA4RVnbWIc,61267282,TottyT70,False,816,,12129,226242,"October 7, 2025 at 08:31 PM",Negative
Keir Starmer (UK PM),codomain,1975660128226476499,https://x.com/TottyT70/status/1975660128226476499,RT @Iromg: This is funny. Manchester answers @GNev2 - have some British flags outside your hotel mate. Brilliant… https://t.co/3LK8al8RvT,61267282,TottyT70,False,816,,21248,3212911,"October 7, 2025 at 08:30 PM",Negative
Keir Starmer (UK PM),codomain,1975455579570381163,https://x.com/TottyT70/status/1975455579570381163,"RT @fem_mb: This horrible woman cut down all of the yellow ribbons that had just been put up in Muswell Hill, London today for the kidnappe…",61267282,TottyT70,False,816,,11956,406002,"October 7, 2025 at 06:58 AM",Negative
Keir Starmer (UK PM),codomain,1975632080211222957,https://x.com/TottyT70/status/1975632080211222957,RT @kingkapoor72: BREAKING - UK police are refusing to arrest a Nottingham iman after he called for Muslims in the UK and other white natio…,61267282,TottyT70,False,816,,17512,455841,"October 7, 2025 at 06:39 PM",Negative
Keir Starmer (UK PM),codomain,1975551710589550966,https://x.com/TottyT70/status/1975551710589550966,RT @RenownVet02: Never a truer word spoken... https://t.co/cWjmGCnKaA,61267282,TottyT70,False,816,,13121,127891,"October 7, 2025 at 01:20 PM",Negative
Keir Starmer (UK PM),codomain,1975546962742288650,https://x.com/TottyT70/status/1975546962742288650,"RT @Basil_TGMD: 🚨BREAKING: MAN ARRESTED FOR ARSON ATTACK ON MOSQUE IS MUSLIM

43-year-old, Arif Ali Rafiq has been charged in connection wi…",61267282,TottyT70,False,816,,26839,756872,"October 7, 2025 at 01:01 PM",Negative
